query,group,time,value
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-01T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-02T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-03T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-04T00:00:00.000Z,0.00019700000120792538
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-05T00:00:00.000Z,0.000058000001445179805
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-06T00:00:00.000Z,0.0001849999971454963
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-07T00:00:00.000Z,0.000035000000934815034
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-09T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-10T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-11T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-12T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-14T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-15T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-16T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-17T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-18T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-19T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-20T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-21T00:00:00.000Z,0.0019440000178292394
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-22T00:00:00.000Z,0.001319000031799078
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-23T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-24T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-25T00:00:00.000Z,0.00019700000120792538
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-26T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-27T00:00:00.000Z,0.0038660001009702682
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-02-28T00:00:00.000Z,0.003911999985575676
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-01T00:00:00.000Z,0.0023610000498592854
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-02T00:00:00.000Z,0.0018629999831318855
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-03T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-04T00:00:00.000Z,0.00004600000102072954
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-05T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-06T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-07T00:00:00.000Z,0.00012700000661425292
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-09T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-10T00:00:00.000Z,0.001319000031799078
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-11T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-12T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:429,2023-03-14T00:00:00.000Z,0.0004290000069886446
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-25T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-26T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-27T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-28T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-29T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-11-30T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-01T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-02T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-03T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-04T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-05T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-06T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-07T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-09T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-10T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-11T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-12T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-14T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-15T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-16T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-17T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-18T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-19T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-20T00:00:00.000Z,0.00004600000102072954
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-21T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-22T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-23T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-24T00:00:00.000Z,0.000058000001445179805
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-25T00:00:00.000Z,0.000058000001445179805
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-26T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-27T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-28T00:00:00.000Z,0.00006900000153109431
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-29T00:00:00.000Z,0.000058000001445179805
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-30T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2022-12-31T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-01T00:00:00.000Z,0.00011600000289035961
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-02T00:00:00.000Z,0.00008099999831756577
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-03T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-04T00:00:00.000Z,0.000035000000934815034
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-05T00:00:00.000Z,0.000058000001445179805
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-06T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-07T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-09T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-10T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-11T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-12T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-14T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-15T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-16T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-17T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-18T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-19T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-20T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-21T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-22T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-23T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-24T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-25T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-26T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-27T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-28T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-29T00:00:00.000Z,0.0046640001237392426
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-30T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-01-31T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-01T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-02T00:00:00.000Z,0.00006900000153109431
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-03T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-04T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-05T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-06T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-07T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-09T00:00:00.000Z,0.00002300000051036477
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-10T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-11T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-12T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-14T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-15T00:00:00.000Z,0.021366000175476074
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-16T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-17T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-18T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-19T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-20T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-21T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-22T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-23T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-24T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-25T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-26T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-27T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-02-28T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-01T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-02T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-03T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-04T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-05T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-06T00:00:00.000Z,0.000012000000424450263
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-07T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-08T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-09T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-10T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-11T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-12T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-13T00:00:00.000Z,N/A
"sum:bifrost.request.time.count{bifrost.network:10250 !bifrost.network:4161 environment:production}.as_rate()",bifrost.status:500,2023-03-14T00:00:00.000Z,0.000035000000934815034
